id,created_at,text
1482802712097931264,2022-01-16 19:51:30,. @SpeakerPelosi &amp; her Democratic Party want to upend our God-given constitutional rights by making states ask the… https://t.co/zbo2KXqxhh
1482474628853370880,2022-01-15 22:07:49,It was wonderful to spend so much time this morning and afternoon with like-minded #ProLife individuals across Ariz… https://t.co/rwPPLJ9cPS
1482189901466533892,2022-01-15 03:16:24,During my 2020 re-election legislative campaign the Democratic socialists spent $ attacking me because I wanted to… https://t.co/mZnC6DCVEA
1482188836570484738,2022-01-15 03:12:11,RT @RogerMarshallMD: 🚨🚨 BREAKING! I obtained Dr. Fauci’s previously unpublished financial disclosures. Dr. Fauci was completely dishonest a…
1482172363873472514,2022-01-15 02:06:43,.@JeffOravits Our public schools are pushing for segregation in year 2022. I hope the good people in Flagstaff know… https://t.co/3x6yHoMFkv
1482119536857927680,2022-01-14 22:36:48,It has been such an honor to serve our great state of Arizona as a legislator these past three years. 🇺🇸💪🏻💓🗳🗽… https://t.co/Gq7LFbS7LF
1482089219375853569,2022-01-14 20:36:20,"RT @Peoples_Pundit: Good, I assume the Maricopa County Recorder would fall into that category, too? Because something about him running a P…"
1481807204780888069,2022-01-14 01:55:42,Opt. Me. Out. https://t.co/geFLY3UlMW
1481734556172521472,2022-01-13 21:07:02,RT @AZHouseGOP: Election Integrity Legislation Introduced by Representative Shawnna @Bolick4Arizona Prohibits Election Officials from Runni…
1481413055699304449,2022-01-12 23:49:30,@mikespector Thank you! 🙌🏻💓🇺🇸💪🏻
1481412531813896197,2022-01-12 23:47:25,RT @RLCAZ: .@Bolick4Arizona has filed HB2191 which would prevent public schools from requiring children to receive the COVID-19 vaccine. HB…
1481412125251682304,2022-01-12 23:45:48,@RLCAZ This was language already passed in a BRB last session that constituents requested. 💪🏻
1481265336171200512,2022-01-12 14:02:31,It was great to see you all for a few moments before we went to floor. I look forward to working with the next gene… https://t.co/ugGJ4u8MjN
1481265099704705024,2022-01-12 14:01:35,"RT @RyneBolick: After our meeting with the Governor this afternoon, a couple students from @ASUCollegeGOP visited the House floor https://t…"
1481076780056576001,2022-01-12 01:33:16,RT @thecentersquare: Any public entity in Arizona that’s held ransom for its digital assets could not pay the ransom to get those assets ba…
1481076632521953280,2022-01-12 01:32:40,"As more data security breaches and ransomware attacks are on the rise, we must ensure the bad actors are not receiv… https://t.co/OZBNYRF0bk"
1481075303816511489,2022-01-12 01:27:24,RT @AZHouseGOP: State Representative Shawnna @Bolick4Arizona Introduces Legislation to Fight Data Security Breaches &amp; Ransomware Attacks Ag…
1480744379228639234,2022-01-11 03:32:25,"Today, I proudly started serving the 1st day of my last year of my 2nd legislative term. I have term-limited myself… https://t.co/XexMu7OCLD"
1480741646631247873,2022-01-11 03:21:34,@rational_please As a parent of two teenagers who attend public schools I fully support #schoolchoice Your child’s… https://t.co/reoXwSCj9R
1480716089369657345,2022-01-11 01:40:00,Love it! 👏🏻👏🏻👏🏻 https://t.co/3VBNtAojSi
1480715770917109760,2022-01-11 01:38:44,During Governor @dougducey ‘s State of the State we heard a lot about #schoolchoice Let’s get it done! It is the ci… https://t.co/yNsntCwGKb
1479972573593018368,2022-01-09 00:25:32,"RT @Rene4D45: “Biden’s administration, Schumer, and Pelosi are pushing bills that would federalize voting, forces states to decriminalize b…"
1478943147644227586,2022-01-06 04:14:58,I worked in a NYC public high school while Giuliani was mayor. He was one of the biggest #schoolchoice advocates fo… https://t.co/Ok9bVXCVf9
1478923675298455555,2022-01-06 02:57:35,RT @AZInformer: @azwomenofaction It should be available to all families.
1478417236788350983,2022-01-04 17:25:11,@nomoretweedles Under our current ARS “the SOS shall provide a system for qualified electors to sign a nomination p… https://t.co/nYaxMc74q3
1478404432572289026,2022-01-04 16:34:18,Our chief election officer should be fired.E-Qual didn’t exist during the last redistricting process so they have h… https://t.co/e1ZyzWxoqO
1478401885778296832,2022-01-04 16:24:11,🚨 In AZ several legislative &amp; Congressional candidates are unable to sign their own online nomination petition on E… https://t.co/sH2Op3VLAA
1476661061268881410,2021-12-30 21:06:46,@StrattonH Precious! Congratulations. 💓
1476032197551280135,2021-12-29 03:27:53,My former boss @GovernorPerry had it right. #statesrights #fedup #DCisaswamp #stopfed https://t.co/gfOz6ZkLHc
1475975466594963457,2021-12-28 23:42:28,If Ayn Rand was still alive I am sure she would have included Fauci as a main character in one of her novels as a m… https://t.co/ysoMWvLUK7
1475950478689140738,2021-12-28 22:03:10,"RT @asuyaliberty: Rescind the federal mandates

Return power to the states"
1475867972170227717,2021-12-28 16:35:19,@PortiaRedux Those agencies were a given. 😆 There is so much (redundant) bureaucracy between the Feds and the states.
1475705147913224193,2021-12-28 05:48:19,I have seen similar signs posted at locally-owned businesses across AZ. https://t.co/a687yJ8nNH https://t.co/55WqXZCB00
1475631849066024960,2021-12-28 00:57:03,@PortiaRedux The Lottery and Waiting for Superman were also good.
1475590308842721286,2021-12-27 22:11:59,"It sounds like it is past time to dismantle OSHA, FDA, NIH, IRS, etc. Devolve the power back to the states.… https://t.co/p4xZwI0pOz"
1474175316532686850,2021-12-24 00:29:18,@claynrobinson @DannyKrpata @YALiberty Me as a stand next to Danny and Ryne. 👇🏻 https://t.co/0IIRtgbXV1
1474174739220295713,2021-12-24 00:27:01,@PPennypacker @DannyKrpata @YALiberty I know you just 💓 my boots. I know @JustinWilmethAZ wishes he could borrow mi… https://t.co/fTsKjgvtyZ
1474174413784248333,2021-12-24 00:25:43,RT @PPennypacker: @Bolick4Arizona @DannyKrpata @YALiberty You look adorable!❤️🎄
1474101261616115716,2021-12-23 19:35:02,Merry Christmas! 💫🎄🎁 🎅🏼 https://t.co/hXaM57ZKq7
1473870529606008834,2021-12-23 04:18:12,"It was great to see @DannyKrpata and @YALiberty earlier this week. Thank you for all you do, for your endorsement a… https://t.co/6QSEqWAM3P"
1473475875475628034,2021-12-22 02:09:59,RT @SenatorBrakey: Just stop letting fear control you.
1473475742839160832,2021-12-22 02:09:27,The past 21 months the government’s heavy-handed policies uprooted our lives b/c Wuhan flu. US-based govts favor se… https://t.co/np0yAhjfXW
1472645009539170305,2021-12-19 19:08:25,@JustinWilmethAZ I saw him on a motorcycle around Tucson yesterday!
1471841791322124292,2021-12-17 13:56:43,@MikeCicero1776 I do not support these government subsidies.
1471697872697507842,2021-12-17 04:24:50,Taxation is theft. https://t.co/pY0SDlSfwl https://t.co/AOjLwKtVab
1471697290381332483,2021-12-17 04:22:31,"RT @elonmusk: @SenWarren And if you opened your eyes for 2 seconds, you would realize I will pay more taxes than any American in history th…"
1471127257812856835,2021-12-15 14:37:25,@TheLaurenChen We need #backpackfunding -it follows the child to the educational option of their choice. The past y… https://t.co/SiHxPIBYjp
1471126111891247114,2021-12-15 14:32:51,👇🏼👇🏻👇🏽👇🏾👇🏿👇#truth #AynRand https://t.co/1WABeG1X19
1470608040407805956,2021-12-14 04:14:14,Earlier today I filed a complaint with AZAG @GeneralBrnovich Open Meeting Law Enforcement Team. According to severa… https://t.co/l0CGAAcYdl
1470409205928513540,2021-12-13 15:04:08,Great op-Ed in today’s @WSJ discussing #schoolchoice The pandemic has shown families there are educational options… https://t.co/RjcvSmLLwP
1470262824291082243,2021-12-13 05:22:28,"@Rach_IC @NancyBarto Thank you to @JustinWilmethAZ for signing on to this important letter, too! 🙌🏻"
1469744666782224384,2021-12-11 19:03:29,It was an absolute pleasure to participate in Glendale’s Hometown Christmas Parade earlier this morning! It was won… https://t.co/NDqqyj4vd2
1469114024222605312,2021-12-10 01:17:32,Lock her up! https://t.co/nQd8NKiS0S
1468921510131765248,2021-12-09 12:32:33,@RyneBolick Spot. On. 😊💓🇺🇸
1468921437511557124,2021-12-09 12:32:16,"RT @RyneBolick: Weighing into the cameras in classrooms conversation;

There is one universal answer that is applicable to nearly every que…"
1468718735196246020,2021-12-08 23:06:48,Here you go. This is an example of ballot trafficking in AZ: https://t.co/9UrcSUDKdB https://t.co/SLLc3mXtmR
1468702723209973760,2021-12-08 22:03:11,RT @AnthonySabatini: Term limits for every politician in the United States
1468364560780324864,2021-12-07 23:39:26,"RT @CityofPhoenixAZ: In light of today’s federal court ruling, temporarily blocking a requirement for all federal contract workers getting…"
1468346983362416640,2021-12-07 22:29:36,Thank you 2 my fellow patriots for coming down to the Capitol earlier today. No one should have to choose between t… https://t.co/wHwPwgprs7
1468330101364301827,2021-12-07 21:22:31,"Today, we are getting a debrief on ballot trafficking in Arizona and across the country. Election integrity is the… https://t.co/Kz3GfRoXVG"
1468289152181768192,2021-12-07 18:39:48,"We reflect on the courage shown by our mighty warriors in the days, weeks, months and years following World War II.… https://t.co/Yiq6eYD437"
1466971853734350853,2021-12-04 03:25:19,"RT @FREEMAN_AZ: Last #AIRC public comment hearing SATURDAY MORNING (12/4) @ 10 am in TUCSON, with satellite location in MARYVALE. Details h…"
1466869638122262531,2021-12-03 20:39:09,West-MEC is a huge education advocate to the west valley and the state. Thank you Frank Straka for your endorsement… https://t.co/wjJQw4lIuW
1466866997933740032,2021-12-03 20:28:40,Has anyone else received this US government sponsored survey via text message from @JoeBiden’s @uscensusbureau ? I… https://t.co/wCPAQ86PPj
1466832900121260034,2021-12-03 18:13:10,Insanity continues @CollegeBoard https://t.co/lJ1L2FgH9G
1466830109763989510,2021-12-03 18:02:05,RT @RyneBolick: Full video https://t.co/x52DQytr3X
1466830086108168198,2021-12-03 18:01:59,"RT @RyneBolick: Thank you for inviting me on @news_ntd,

I enjoyed sharing my perspective on the protests calling for the removal of Kyle R…"
1466765045191229440,2021-12-03 13:43:32,@RyneBolick Fantastic job! 👏🏻👏🏻
1466749579844468737,2021-12-03 12:42:05,@AZCountryPatri1 @MayoClinic I think this is alarming: https://t.co/L97EZ9nnW5 I hope @JamesTHarris includes this i… https://t.co/tPq70rL91g
1466634981619351556,2021-12-03 05:06:43,Sadly. The problem is real. https://t.co/CXCQiDmLYK
1466634917459099649,2021-12-03 05:06:27,"RT @RyneBolick: Disappointing that these legislators do not support school choice

Fund students, not bureaucracies"
1466632311953186817,2021-12-03 04:56:06,"Be bold. Have courage. Then you have kids who shine bright! ⭐️I love my son! 👏🏻🇺🇸🗽 My teenagers are NOT #woke, so d… https://t.co/YN4k3YMdKB"
1466565894818066433,2021-12-03 00:32:11,I heard back from @MayoClinic today. I was on @JamesTHarris show this AM talking about the initial letter. Here is… https://t.co/dFKEyBemPZ
1466554872170311680,2021-12-02 23:48:23,"RT @FREEMAN_AZ: Voting Rights Act profoundly impacts AZ’s districts &amp; is mandatory, without compromise. Lopsided D districts result. Ds don…"
1466528602397102081,2021-12-02 22:04:00,"Thank you John D. Rhodes, the former Graham County Chairman, who has endorsed my campaign. Thank you for all you do… https://t.co/eq6IFi3blj"
1466464460701200387,2021-12-02 17:49:07,Thank you for having me on your awesome show this morning. Arizonans should not have to choose between their right… https://t.co/BdI0T24gbD
1466463595923795968,2021-12-02 17:45:41,RT @JamesTHarris: AZ Rep. Shawnna Bolick discusses the special session being called to end the state of emergency mandate from Govern https…
1466463341573033988,2021-12-02 17:44:40,RT @JustinWilmethAZ: Wanna know why the letter  @Bolick4Arizona sent out is so important and was worthy of me signing on? Just check Sal’s…
1466463286677803008,2021-12-02 17:44:27,RT @Sal_DiCiccio: Updated Homicides numbers in Phoenix and it’s alarming. Keep in mind Phoenix is preparing to push out more police officer…
1466461479998312454,2021-12-02 17:37:17,RT @JustinWilmethAZ: Happy to stand with @Bolick4Arizona and speak up for our constituents in North PHX on this vital front.
1466267155138113542,2021-12-02 04:45:06,Great to see you and meet some new supporters as well! 🙌🏻💓 https://t.co/MhnF6yHpwX
1466267054823014400,2021-12-02 04:44:42,RT @RLCAZ: Thanks everyone who came out for our meet and greet tonight in Gilbert with #RLCendorsed candidates @votenickmyers and @Bolick4A…
1466257957230837761,2021-12-02 04:08:33,@JustinWilmethAZ @dougducey @mbrittlondon @AZHouseGOP @NancyBarto @9thFloorAZ @azplea @unitedphxffs Thank you! 🙌🏻
1466257918819401730,2021-12-02 04:08:24,RT @JustinWilmethAZ: @Bolick4Arizona @dougducey @mbrittlondon @AZHouseGOP @NancyBarto @9thFloorAZ @azplea @unitedphxffs Proud to stand with…
1466173545008943106,2021-12-01 22:33:07,"RT @SaveOurStates: ""Under NPV, every fraudulent vote anywhere in the country will have value. The Electoral College spares us the chaotic p…"
1466173446954442758,2021-12-01 22:32:44,"After receiving a lot of requests, as legislators representing parts of Phoenix, we sent a letter to @dougducey req… https://t.co/QJbNIcW3dQ"
1466116194960740352,2021-12-01 18:45:14,"RT @azwomenofaction: PVUSD families are fortunate to have your support, @Bolick4Arizona."
1466116099670380544,2021-12-01 18:44:51,"I support protecting all lives, especially the most vulnerable. 90 countries around the world support common sense… https://t.co/V0JCGd6D5a"
1466114895104012288,2021-12-01 18:40:04,RT @AZHouseGOP: State Representative Shawnna @Bolick4Arizona Joins Other Women Legislators in Protecting the Life of the Unborn in Landmark…
1466087640394993665,2021-12-01 16:51:46,As chairman of ways &amp; means I am attending @GPEC #conveningthecommunity @michaelcrow just said it is time for the e… https://t.co/c3XgFdKYOd
1465826843035013123,2021-11-30 23:35:27,@SexHarassed @ThatParentP4P @pvschools @ACLU @ALALibrary Parents should have the option to opt their child into an… https://t.co/pIH7SmRfGk
1465819577883889664,2021-11-30 23:06:35,I sent this letter to @pvschools Superintendent Troy Bales about the district’s AP reading list &amp; Literature List C… https://t.co/z49DkWaSmi
1465326450333007875,2021-11-29 14:27:04,@noprezzie2012 Thank you! I am proud to have the first endorsement from the Republican Liberty Caucus of Arizona. T… https://t.co/Ry93CfC6zG
1465325966155153415,2021-11-29 14:25:09,"RT @noprezzie2012: Vote @Bolick4Arizona . No National popular vote, no ranked choice voting bullshit.  That’s the tweet. Liberty candidate."
1465141969563238400,2021-11-29 02:14:01,"RT @elairya: I need 100 truckers who are mad about the jab mandate to come to the Arizona Capitol, December 7th, with their rigs and suppor…"
1464303771190657031,2021-11-26 18:43:19,RT @QuangNguyenAZ: Truth 👇
1464303762990780416,2021-11-26 18:43:17,"RT @QuangNguyenAZ: @Bolick4Arizona @eturleye @SuperBoomer152 @AZHouseGOP @RepBenToma My two children graduated from public HS and yes, I ta…"
1464276854160826374,2021-11-26 16:56:21,@eturleye @SuperBoomer152 @AZHouseGOP @QuangNguyenAZ @RepBenToma Do you think charter schools don’t teach history?… https://t.co/iSmVZaE4pM
1464073346115506179,2021-11-26 03:27:41,@ThePeoriaMom Beautiful family! Thank you for all you do for our kids. They are our best resource for a fantastic f… https://t.co/5UMizoPbMp
1464073094687911939,2021-11-26 03:26:41,RT @ThePeoriaMom: Happy Thanksgiving! So thankful for my kids ! https://t.co/2GgiwYozcn
1463950145142226945,2021-11-25 19:18:08,"In 1863, President Lincoln issued America’s 1st Proclamation of Thanksgiving.  In Lincoln’s proclamation he asked A… https://t.co/qb63OPk8Yz"
1463714250937946120,2021-11-25 03:40:46,@QuangNguyenAZ I rarely read anything my other half writes. Thank you for sharing it because now I can let him know I read it. 😁
1463713982099832840,2021-11-25 03:39:42,RT @QuangNguyenAZ: Rediscovering the Arizona Constitution - Western Tribune https://t.co/PqGCkwTCPI
1463354912092295168,2021-11-24 03:52:53,@AZHouseGOP @speakerbowers @RepBenToma @AZDavidGowan @GraceChapelBnsn it was great to meet you earlier today! Welco… https://t.co/mejhTfzaHq
1463197181515472901,2021-11-23 17:26:07,"RT @AZHouseGOP: State Representative @QuangNguyenAZ  to Sponsor Anti-Communist Civics Education for Arizona Students.
https://t.co/x9F7izj0…"
1463197144769196034,2021-11-23 17:25:58,"RT @RepAndyBiggsAZ: Lets get this straight:
Child molesters are EVIL
Self-defense is NOT racist
And criminals should STAY IN JAIL"
1463197019997032448,2021-11-23 17:25:29,RT @AZHouseGOP: Statement from State Representatives @theWaltBlackman &amp; @Bolick4Arizona Regarding Alleged Sexual Assault/Employee Misconduc…
1463139251139198984,2021-11-23 13:35:55,@DrAndrewJackson @BlackmanForAZ As vice chair of criminal justice reform I have visited several public prisons so y… https://t.co/4qFLskD5VX
1463138923895349250,2021-11-23 13:34:37,"@JustforAnnie21 @BlackmanForAZ It was my second time over there. Yesterday, we stopped by two different classes. In… https://t.co/b6PGtNMVBr"
1462942719567818755,2021-11-23 00:34:59,"Crafting legislation often takes us into all sorts of communities. Today, we stopped by Lewis prison to get some fe… https://t.co/jJNK8ElBPg"
1462442518889435138,2021-11-21 15:27:22,Along Arizona’s southern border the Biden-Harris halted construction of the wall and improvements like this bridge… https://t.co/5lkkachPke
1462261267985428482,2021-11-21 03:27:08,@dontreadthis97 The Biden-Harris administration continue to fail all Americans by defunding public safety. Cancelin… https://t.co/vb5Oi1Cyhd
1462255685270323203,2021-11-21 03:04:57,"RT @QuangNguyenAZ: @Bolick4Arizona @JustinWilmethAZ We got you covered, Rep @Bolick4Arizona  Go win an election for us."
1462250789179576320,2021-11-21 02:45:30,RT @QuangNguyenAZ: @Schnitzel1078 @Azld15Dems You’re an idiot. There’s no border when it comes to helping homeless Veterans. I have travele…
1462249466946199553,2021-11-21 02:40:14,@QuangNguyenAZ @JustinWilmethAZ Correct. Being a twitter warrior is just as bad as a Monday AM quarterback. Thank y… https://t.co/pfeeTuRZt2
1462248604010102784,2021-11-21 02:36:49,RT @JustinWilmethAZ: Great to be in Prescott today to see @usvetsprescott in action! They help provide homeless veterans with shelter and f…
1462189281070309378,2021-11-20 22:41:05,@JosephL19250963 They are open during monsoon season.
1462189117542834184,2021-11-20 22:40:26,"@stump54jumper All paid for by taxpayers just sitting here, all over our state and other border states."
1462175471139917824,2021-11-20 21:46:12,We got an update from Cochise Co Dannels on the crisis at the Border. This AM we had a chance to spend some time w/… https://t.co/6tmuFQivOa
1462123263325184001,2021-11-20 18:18:45,Law enforcement cannot do their job to protect the southern border when individuals like Matt Stoffolano with Natio… https://t.co/m1MkpjeU98
1462084066073726984,2021-11-20 15:43:00,@Macawoman05 @ScottsdaleUSD I spoke with the victim’s parent.
